hours,kcal
2.496714153011233,282.1515947805401
1.8617356988288154,405.2795092007882
2.6476885381006925,114.43211341248917
3.5230298564080256,376.4054796345723
1.765846625276664,387.22596347483403
1.7658630430508195,154.86268373142954
3.5792128155073915,276.0118684143756
2.767434729152909,273.9991393802946
1.5305256140650478,201.4741813697525
2.5425600435859645,245.55283186863872
1.5365823071875377,222.25969081739197
1.534270246429743,422.65893103965357
2.241962271566034,365.4974875203223
0.08671975534220211,389.0088566495911
0.27508216748696723,350.51704448302644
1.4377124707590272,220.96637601479395
0.9871688796655762,263.28358136041584
2.314247332595274,334.2562192859543
1.0919759244787892,214.45105337756382
0.5876962986647085,349.90989011206716
3.465648768921554,283.17722212893057
1.7742236995134644,273.76254347152815
2.0675282046879238,349.76719777424444
0.5752518137865432,331.09843180402277
1.4556172754748173,274.7323683926644
2.1109225897098662,381.15308623549737
0.8490064225776972,224.3255670680072
2.375698018345672,343.11549248609845
1.399361310081195,341.51708805778685
1.7083062502067232,278.3317492480207
1.398293387770603,322.82931155694826
3.852278184508938,212.4220496530288
1.986502775262066,364.68189134448306
0.9422890710440996,287.05685044899076
2.822544912103189,263.4093885636672
0.7791563500289778,373.43064580858226
2.2088635950047553,250.69594166200685
0.04032987612022443,201.4077092545508
0.6718139511015695,191.03595785332675
2.1968612358691235,342.4206965941948
2.7384665799954107,210.36994532526018
2.1713682811899706,422.8355927389055
1.8843517176117595,154.26494144813947
1.6988963044107113,418.75194578030266
0.5214780096325726,314.7712227041833
1.2801557916052912,293.23008216907255
1.5393612290402126,261.8556639233735
3.0571222262189157,327.93952800464496
2.3436182895684614,297.3655708302606
0.23695984463726605,377.2311317411565
2.324083969394795,307.99593540634277
1.6149177195836835,310.52112330233143
1.3230779996940414,274.5471451450301
2.6116762888408678,296.0138063395253
3.030999522495951,321.54612382244414
2.931280119116199,180.28821251403622
1.1607824767773613,205.6270204526001
1.6907876241487854,352.0284865815901
2.331263431403564,311.9605806689559
2.975545127122359,287.12116645531245
1.52082576215471,301.29037531457755
1.814341023336183,324.33071937531696
0.8936650259939718,262.2168223783447
0.8037933759193292,245.5186692218381
2.812525822394198,313.7091678568377
3.3562400285708227,231.51390556694776
1.927989878419666,328.577692900013
3.003532897892024,180.81914770335118
2.361636025047634,372.04089461279506
1.3548802453948756,333.081823768913
2.361395605508414,317.9220814019713
3.538036566465969,368.788368876186
1.9641739608900484,416.58321111238035
3.564643655814006,371.0059045512691
-0.6197451040897444,171.13880380678484
2.821902504375224,210.4296123285009
2.087047068238171,256.2626995613025
1.7009926495341325,301.82637351475836
2.0917607765355024,336.2361314328386
0.0124310853991072,249.1979330792574
1.780328112162488,313.0736735133955
2.3571125715117462,247.12319473526742
3.4778940447415163,257.1937537905636
1.4817297817263526,201.53372322062444
1.1915063971068123,235.37367277223672
1.4982429564154636,205.38207760685663
2.915402117702074,231.6888722915867
2.3287511096596845,373.75492576254874
1.4702397962329612,233.542077781764
2.513267433113356,484.26674453861733
2.0970775493480405,334.53225306166223
2.9686449905328893,312.9385286586412
1.2979469061226476,239.91495538731505
1.6723378534022317,349.0216915586294
1.6078918468678425,259.7053521633558
0.5364850518678814,308.5406870251753
2.296120277064576,479.20591767881564
2.261055272179889,293.2758070192745
2.005113456642461,380.44913283999733
1.7654128666248532,250.77765024118787
0.5846292579495858,297.5508056652127
1.579354677234641,423.9560444944857
1.6572854834732305,256.1123059548563
1.197722730778381,426.871399059785
1.8387142883339909,349.5426354818833
2.4040508568145382,260.62732568740125
3.8861859012105304,344.2685417338865
2.174577812831839,368.0788114738711
2.2575503907227645,343.52669735520374
1.9255540842338328,190.08426960766803
0.08122878470095851,249.1003976922592
1.973486124550783,282.67369551139467
2.0602302099410266,294.7896599629968
4.463242112485286,343.44704682854746
1.8076390352188776,312.43907006532777
2.3015473423336124,206.52589489029293
1.9652882302947567,326.6138495704174
0.831321962380468,342.7410021698676
3.1428228145150205,339.18533135517276
2.7519330326867744,375.6546507888235
2.791031947043047,358.3745508184233
1.090612545205261,332.1426055459906
3.402794310936099,295.0884001978947
0.5981489372077191,183.73273465388058
2.5868570938002704,330.073275339281
4.190455625809978,314.53813810141776
1.0094636748693118,319.01051860367613
1.433702270397228,210.62759969257834
2.099651365087641,224.32604217142165
1.4965243458838007,373.72069973330326
0.4493365689338673,297.23113923003416
2.0685629748060275,347.7050488160837
0.9376962862738951,301.9822863291323
2.4735924306351817,302.08292976470216
1.0805757657661967,365.6798664183198
3.5499344050175394,263.87686902478384
1.2167467076637628,306.7284543858688
1.6779384837943243,267.640729790647
2.81351721736967,269.5852640797379
0.7691356835660448,278.35795135719525
2.2274599346041293,315.5493640143599
3.3071427542824283,266.48759648355656
0.39251676543877245,387.90292879014646
2.184633858532304,237.37748884463474
2.2598827942484236,286.9189849087049
2.7818228717773104,269.2188259208078
0.763049289121918,401.2884519047613
0.6795433869157237,313.7588343558102
2.5219415656168978,372.22911776280444
2.2969846732331862,196.01077388741197
2.2504928503458768,318.6935186108481
2.346448209496976,362.2741556936406
1.3199752784215093,305.7598792492797
2.2322536971610036,374.5836262545746
2.293072473298681,263.789808492974
1.285648581973632,398.6543208129906
3.865774511144757,460.9228686533475
2.4738329209117875,274.6013007692239
0.8086965027973514,268.81482350194597
2.6565536086338297,401.73691339823904
1.0253183297726784,410.57005020114985
2.787084603742452,263.3997980992712
3.158595579007404,270.58692280329
1.1793176816482895,280.2750773797645
2.9633761292443217,205.8884642276006
2.4127809269364984,235.69436374610612
2.82206015999449,229.71014632735523
3.896792982653947,246.254170442711
1.7546118839971294,297.5720578829253
1.2462638356425104,316.3950312775564
1.1104855703744767,408.53503449698536
1.1841897150345617,230.11521714828461
1.9228982905858958,368.90256789336087
2.341151974816644,285.02078090421435
2.276690799330019,296.5375403243297
2.8271832490360236,347.23736445166224
2.013001891877907,221.4094584906391
3.453534077157317,326.7686822328835
1.735343166762044,311.65165457491395
4.720169166589619,334.47158848057046
2.625667347765006,320.24180507354725
1.1428424435837174,471.8710097937626
0.9291075019388877,255.3582011024079
2.482472415243185,262.83021314987275
1.7765372146741492,256.3801631502665
2.714000494092092,261.1166016587822
2.473237624573545,255.38290108854375
1.9271710873431271,383.23115717752864
1.153206281931595,399.43529735928985
0.48515277531413536,260.0477594375367
1.553485047932979,241.735109882704
2.8563987943234723,332.9990889470483
2.2140937441302038,261.344386900332
0.754261221288012,344.30522724288573
2.173180925851182,314.204611459591
2.385317379728837,193.89791195019376
1.1161425637988671,408.3253640931043
